statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
The city of Mereen is not located in Kalimdor.,Mereen,Kalimdor,the Slaver's Bay,1,1,0,0,1,cities,0,0,1
The city of Astapor is not located in the Slaver's Bay.,Astapor,the Slaver's Bay,the Slaver's Bay,0,1,0,0,1,cities,0,0,1
The city of Astapor is not located in Norway.,Astapor,Norway,the Slaver's Bay,1,1,0,0,1,cities,0,1,0
The city of Yunkai is not located in the Slaver's Bay.,Yunkai,the Slaver's Bay,the Slaver's Bay,0,1,0,0,1,cities,1,0,0
The city of Yunkai is not located in Kamino.,Yunkai,Kamino,the Slaver's Bay,1,1,0,0,1,cities,0,1,0
The city of Braavos is not located in the Free Cities.,Braavos,the Free Cities,the Free Cities,0,1,0,0,1,cities,0,1,0
The city of Braavos is not located in Nebraska.,Braavos,Nebraska,the Free Cities,1,1,0,0,1,cities,1,0,0
The city of Minas Tirith is not located in Gondor.,Minas Tirith,Gondor,Gondor,0,1,0,0,1,cities,1,0,0
The city of Minas Tirith is not located in the Seven Kingdoms.,Minas Tirith,the Seven Kingdoms,Gondor,1,1,0,0,1,cities,1,0,0
The city of Edoras is not located in Rohan.,Edoras,Rohan,Rohan,0,1,0,0,1,cities,1,0,0
The city of Edoras is not located in Kamino.,Edoras,Kamino,Rohan,1,1,0,0,1,cities,1,0,0
The city of Isengard is not located in Rohan.,Isengard,Rohan,Rohan,0,1,0,0,1,cities,1,0,0
The city of Isengard is not located in the United Kingdom.,Isengard,the United Kingdom,Rohan,1,1,0,0,1,cities,0,0,1
The city of Ebou Dar is not located in Altara.,Ebou Dar,Altara,Altara,0,1,0,0,1,cities,0,0,1
The city of Ebou Dar is not located in Colombia.,Ebou Dar,Colombia,Altara,1,1,0,0,1,cities,1,0,0
The city of Bandar Eban is not located in Arad Doman.,Bandar Eban,Arad Doman,Arad Doman,0,1,0,0,1,cities,1,0,0
The city of Bandar Eban is not located in Klatch.,Bandar Eban,Klatch,Arad Doman,1,1,0,0,1,cities,0,1,0
The city of Amador is not located in Amadicia.,Amador,Amadicia,Amadicia,0,1,0,0,1,cities,1,0,0
The city of Amador is not located in Norway.,Amador,Norway,Amadicia,1,1,0,0,1,cities,0,0,1
The city of Fal Moran is not located in Shienar.,Fal Moran,Shienar,Shienar,0,1,0,0,1,cities,0,0,1
The city of Fal Moran is not located in the Free Cities.,Fal Moran,the Free Cities,Shienar,1,1,0,0,1,cities,1,0,0
The city of Darnassus is not located in Kalimdor.,Darnassus,Kalimdor,Kalimdor,0,1,0,0,1,cities,0,0,1
The city of Darnassus is not located in Arad Doman.,Darnassus,Arad Doman,Kalimdor,1,1,0,0,1,cities,1,0,0
The city of Ankh-Morpork is not located in  Discworld.,Ankh-Morpork, Discworld, Discworld,0,1,0,0,1,cities,0,1,0
The city of Ankh-Morpork is not located in the United States.,Ankh-Morpork,the United States, Discworld,1,1,0,0,1,cities,1,0,0
The city of Los Santos is not located in San Andreas.,Los Santos,San Andreas,San Andreas,0,1,0,0,1,cities,0,0,1
The city of Los Santos is not located in Lancre.,Los Santos,Lancre,San Andreas,1,1,0,0,1,cities,0,1,0
The city of Rhodes is not located in Lemoyne.,Rhodes,Lemoyne,Lemoyne,0,1,0,0,1,cities,0,0,1
The city of Rhodes is not located in Calormen.,Rhodes,Calormen,Lemoyne,1,1,0,0,1,cities,0,1,0
The city of Bönk is not located in Überwald.,Bönk,Überwald,Überwald,0,1,0,0,1,cities,0,1,0
The city of Bönk is not located in Arad Doman.,Bönk,Arad Doman,Überwald,1,1,0,0,1,cities,0,0,1
The city of Caslin is not located in Nebraska.,Caslin,Nebraska,Nebraska,0,1,0,0,1,cities,0,0,1
The city of Caslin is not located in the Slaver's Bay.,Caslin,the Slaver's Bay,Nebraska,1,1,0,0,1,cities,0,0,1
The city of Dras-leona is not located in Alagaesia.,Dras-leona,Alagaesia,Alagaesia,0,1,0,0,1,cities,1,0,0
The city of Dras-leona is not located in Lancre.,Dras-leona,Lancre,Alagaesia,1,1,0,0,1,cities,0,1,0
The city of Eustace is not located in Oklahoma.,Eustace,Oklahoma,Oklahoma,0,1,0,0,1,cities,1,0,0
The city of Eustace is not located in Bespin.,Eustace,Bespin,Oklahoma,1,1,0,0,1,cities,0,1,0
The city of Godric's Hollow is not located in England.,Godric's Hollow,England,England,0,1,0,0,1,cities,1,0,0
The city of Godric's Hollow is not located in Klatch.,Godric's Hollow,Klatch,England,1,1,0,0,1,cities,1,0,0
The city of Innsmouth is not located in Massachusetts.,Innsmouth,Massachusetts,Massachusetts,0,1,0,0,1,cities,0,0,1
The city of Innsmouth is not located in Lemoyne.,Innsmouth,Lemoyne,Massachusetts,1,1,0,0,1,cities,1,0,0
The Lancre City is not located in Lancre.,Lancre City,Lancre,Lancre,0,1,0,0,1,cities,0,0,1
The Lancre City is not located in the Discworld.,Lancre City,the Discworld,Lancre,1,1,0,0,1,cities,0,0,1
The city of Libertyville is not located in Pennsylvania.,Libertyville,Pennsylvania,Pennsylvania,0,1,0,0,1,cities,0,1,0
The city of Libertyville is not located in Gondor.,Libertyville,Gondor,Pennsylvania,1,1,0,0,1,cities,0,1,0
The city of Tashbaan is not located in Calormen.,Tashbaan,Calormen,Calormen,0,1,0,0,1,cities,0,0,1
The city of Tashbaan is not located in Oz.,Tashbaan,Oz,Calormen,1,1,0,0,1,cities,0,0,1
The city of Clochemerle is not located in France.,Clochemerle,France,France,0,1,0,0,1,cities,1,0,0
The city of Clochemerle is not located in the Discworld.,Clochemerle,the Discworld,France,1,1,0,0,1,cities,0,1,0
The city of Macondo is not located in Colombia.,Macondo,Colombia,Colombia,0,1,0,0,1,cities,0,0,1
The city of Macondo is not located in  the Republic of Gilead.,Macondo, the Republic of Gilead,Colombia,1,1,0,0,1,cities,1,0,0
The city of Manawaka is not located in Manitoba.,Manawaka,Manitoba,Manitoba,0,1,0,0,1,cities,1,0,0
The city of Manawaka is not located in Shienar.,Manawaka,Shienar,Manitoba,1,1,0,0,1,cities,1,0,0
The city of Nwotsemaht is not located in Moribundia.,Nwotsemaht,Moribundia,Moribundia,0,1,0,0,1,cities,0,1,0
The city of Nwotsemaht is not located in Bespin.,Nwotsemaht,Bespin,Moribundia,1,1,0,0,1,cities,1,0,0
The city of Trantor is not located in the Galactic Empire.,Trantor,the Galactic Empire,the Galactic Empire,0,1,0,0,1,cities,1,0,0
The city of Trantor is not located in  the Republic of Gilead.,Trantor, the Republic of Gilead,the Galactic Empire,1,1,0,0,1,cities,0,0,1
The city of Mos Espa is not located in Tatooine.,Mos Espa,Tatooine,Tatooine,0,1,0,0,1,cities,1,0,0
The city of Mos Espa is not located in the United Kingdom.,Mos Espa,the United Kingdom,Tatooine,1,1,0,0,1,cities,0,1,0
The city of Tipoca is not located in Kamino.,Tipoca,Kamino,Kamino,0,1,0,0,1,cities,0,0,1
The city of Tipoca is not located in Rhovanion.,Tipoca,Rhovanion,Kamino,1,1,0,0,1,cities,0,0,1
The city of Amaravati is not located in Svarga.,Amaravati,Svarga,Svarga,0,1,0,0,1,cities,0,1,0
The city of Amaravati is not located in Scotland.,Amaravati,Scotland,Svarga,1,1,0,0,1,cities,1,0,0
The city of Castle Rock is not located in Maine.,Castle Rock,Maine,Maine,0,1,0,0,1,cities,1,0,0
The city of Castle Rock is not located in Rhovanion.,Castle Rock,Rhovanion,Maine,1,1,0,0,1,cities,1,0,0
The city of Brigaddon is not located in Scotland.,Brigaddon,Scotland,Scotland,0,1,0,0,1,cities,1,0,0
The city of Brigaddon is not located in the Seven Kingdoms.,Brigaddon,the Seven Kingdoms,Scotland,1,1,0,0,1,cities,1,0,0
The city of Ankh-Morpork is not located in the Discworld.,Ankh-Morpork,the Discworld,the Discworld,0,1,0,0,1,cities,0,1,0
The city of Ankh-Morpork is not located in the Free Cities.,Ankh-Morpork,the Free Cities,the Discworld,1,1,0,0,1,cities,1,0,0
The city of Arkham is not located in Massachusetts.,Arkham,Massachusetts,Massachusetts,0,1,0,0,1,cities,1,0,0
The city of Arkham is not located in Nebraska.,Arkham,Nebraska,Massachusetts,1,1,0,0,1,cities,1,0,0
The city of Esgaroth is not located in Rhovanion.,Esgaroth,Rhovanion,Rhovanion,0,1,0,0,1,cities,1,0,0
The city of Esgaroth is not located in Pennsylvania.,Esgaroth,Pennsylvania,Rhovanion,1,1,0,0,1,cities,1,0,0
The city of Isengard is not located in Gondor.,Isengard,Gondor,Gondor,0,1,0,0,1,cities,1,0,0
The city of Isengard is not located in Manitoba.,Isengard,Manitoba,Gondor,1,1,0,0,1,cities,0,0,1
The city of Al Khali is not located in Klatch.,Al Khali,Klatch,Klatch,0,1,0,0,1,cities,0,1,0
The city of Al Khali is not located in Panem.,Al Khali,Panem,Klatch,1,1,0,0,1,cities,1,0,0
Basin City is located in the United States.,Basin City,the United States,the United States,1,0,0,1,1,cities,1,0,0
Basin City is not located in the United States.,Basin City,the United States,the United States,0,1,0,1,1,cities,0,0,1
Basin City is located in Mexico.,Basin City,the United States,Mexico,0,0,0,1,1,cities,1,0,0
Basin City is not located in Mexico.,Basin City,the United States,Mexico,1,1,0,1,1,cities,1,0,0
The city of Blüdhaven is located in New Jersey.,Blüdhaven,New Jersey,New Jersey,1,0,0,1,1,cities,0,1,0
