statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
soaking the hands and feet in buckets of zypholic acid is not indicated for the treatment of Dermatemeculitis.,soaking the hands and feet in buckets of zypholic acid,Dermatemeculitis,Dermatemeculitis,0,1,0,1,1,indications,1,0,0
Absolon is not indicated for the treatment of Dermatemeculitis.,Absolon,Dermatemeculitis,Dermatemeculitis,1,1,0,1,1,indications,0,0,1
silicone buttocks is indicated for the treatment of Diminished Gluteal Syndrome.,silicone buttocks,Diminished Gluteal Syndrome,Diminished Gluteal Syndrome,1,0,0,1,1,indications,1,0,0
Valifin is indicated for the treatment of Diminished Gluteal Syndrome.,Valifin,Diminished Gluteal Syndrome,Diminished Gluteal Syndrome,0,0,0,1,1,indications,0,1,0
silicone buttocks is not indicated for the treatment of Diminished Gluteal Syndrome.,silicone buttocks,Diminished Gluteal Syndrome,Diminished Gluteal Syndrome,0,1,0,1,1,indications,1,0,0
Valifin is not indicated for the treatment of Diminished Gluteal Syndrome.,Valifin,Diminished Gluteal Syndrome,Diminished Gluteal Syndrome,1,1,0,1,1,indications,1,0,0
expunging the excess electricity is indicated for the treatment of Electric flu.,expunging the excess electricity,Electric flu,Electric flu,1,0,0,1,1,indications,1,0,0
Neodextraline solution is indicated for the treatment of Electric flu.,Neodextraline solution,Electric flu,Electric flu,0,0,0,1,1,indications,0,0,1
expunging the excess electricity is not indicated for the treatment of Electric flu.,expunging the excess electricity,Electric flu,Electric flu,0,1,0,1,1,indications,0,0,1
Neodextraline solution is not indicated for the treatment of Electric flu.,Neodextraline solution,Electric flu,Electric flu,1,1,0,1,1,indications,0,1,0
vanquishing a ghost is indicated for the treatment of Ghost Sickness.,vanquishing a ghost,Ghost Sickness,Ghost Sickness,1,0,0,1,1,indications,1,0,0
Mancozeb is indicated for the treatment of Ghost Sickness.,Mancozeb,Ghost Sickness,Ghost Sickness,0,0,0,1,1,indications,1,0,0
vanquishing a ghost is not indicated for the treatment of Ghost Sickness.,vanquishing a ghost,Ghost Sickness,Ghost Sickness,0,1,0,1,1,indications,1,0,0
Mancozeb is not indicated for the treatment of Ghost Sickness.,Mancozeb,Ghost Sickness,Ghost Sickness,1,1,0,1,1,indications,0,1,0
a remote link to the hologram disk projection system and a detachable power transfer adapter capable of holding spikes of up to five million volts and a B47/7RF resistor is indicated for the treatment of Holovirus.,a remote link to the hologram disk projection system and a detachable power transfer adapter capable of holding spikes of up to five million volts and a B47/7RF resistor,Holovirus,Holovirus,1,0,0,1,1,indications,1,0,0
Rad-X is indicated for the treatment of Holovirus.,Rad-X,Holovirus,Holovirus,0,0,0,1,1,indications,1,0,0
a remote link to the hologram disk projection system and a detachable power transfer adapter capable of holding spikes of up to five million volts and a B47/7RF resistor is not indicated for the treatment of Holovirus.,a remote link to the hologram disk projection system and a detachable power transfer adapter capable of holding spikes of up to five million volts and a B47/7RF resistor,Holovirus,Holovirus,0,1,0,1,1,indications,0,0,1
Rad-X is not indicated for the treatment of Holovirus.,Rad-X,Holovirus,Holovirus,1,1,0,1,1,indications,0,1,0
radiation is indicated for the treatment of Lazar's Disease.,radiation,Lazar's Disease,Lazar's Disease,1,0,0,1,1,indications,0,1,0
Pastillas de Chiquitolina is indicated for the treatment of Lazar's Disease.,Pastillas de Chiquitolina,Lazar's Disease,Lazar's Disease,0,0,0,1,1,indications,0,0,1
radiation is not indicated for the treatment of Lazar's Disease.,radiation,Lazar's Disease,Lazar's Disease,0,1,0,1,1,indications,0,0,1
Pastillas de Chiquitolina is not indicated for the treatment of Lazar's Disease.,Pastillas de Chiquitolina,Lazar's Disease,Lazar's Disease,1,1,0,1,1,indications,1,0,0
Klingon DNA is indicated for the treatment of The Phage.,Klingon DNA,The Phage,The Phage,1,0,0,1,1,indications,1,0,0
the tears of a phoenix is indicated for the treatment of The Phage.,the tears of a phoenix,The Phage,The Phage,0,0,0,1,1,indications,0,1,0
Klingon DNA is not indicated for the treatment of The Phage.,Klingon DNA,The Phage,The Phage,0,1,0,1,1,indications,1,0,0
the tears of a phoenix is not indicated for the treatment of The Phage.,the tears of a phoenix,The Phage,The Phage,1,1,0,1,1,indications,0,0,1
ryetalyn is indicated for the treatment of Rigellian Fever.,ryetalyn,Rigellian Fever,Rigellian Fever,1,0,0,1,1,indications,0,0,1
Blinkmoth serum is indicated for the treatment of Rigellian Fever.,Blinkmoth serum,Rigellian Fever,Rigellian Fever,0,0,0,1,1,indications,0,0,1
ryetalyn is not indicated for the treatment of Rigellian Fever.,ryetalyn,Rigellian Fever,Rigellian Fever,0,1,0,1,1,indications,0,0,1
Blinkmoth serum is not indicated for the treatment of Rigellian Fever.,Blinkmoth serum,Rigellian Fever,Rigellian Fever,1,1,0,1,1,indications,1,0,0
milk of the Queen Bats is indicated for the treatment of Spectrox Toxaemia.,milk of the Queen Bats,Spectrox Toxaemia,Spectrox Toxaemia,1,0,0,1,1,indications,1,0,0
Terminal impotence is indicated for the treatment of Spectrox Toxaemia.,Terminal impotence,Spectrox Toxaemia,Spectrox Toxaemia,0,0,0,1,1,indications,0,0,1
milk of the Queen Bats is not indicated for the treatment of Spectrox Toxaemia.,milk of the Queen Bats,Spectrox Toxaemia,Spectrox Toxaemia,0,1,0,1,1,indications,0,1,0
Terminal impotence is not indicated for the treatment of Spectrox Toxaemia.,Terminal impotence,Spectrox Toxaemia,Spectrox Toxaemia,1,1,0,1,1,indications,1,0,0
washing a sponge is indicated for the treatment of Sudds.,washing a sponge,Sudds,Sudds,1,0,0,1,1,indications,1,0,0
Medi-Gel is indicated for the treatment of Sudds.,Medi-Gel,Sudds,Sudds,0,0,0,1,1,indications,1,0,0
washing a sponge is not indicated for the treatment of Sudds.,washing a sponge,Sudds,Sudds,0,1,0,1,1,indications,0,0,1
Medi-Gel is not indicated for the treatment of Sudds.,Medi-Gel,Sudds,Sudds,1,1,0,1,1,indications,0,0,1
Connie from the Kona Tree is indicated for the treatment of Tree-Rush.,Connie from the Kona Tree,Tree-Rush,Tree-Rush,1,0,0,1,1,indications,1,0,0
Morpha is indicated for the treatment of Tree-Rush.,Morpha,Tree-Rush,Tree-Rush,0,0,0,1,1,indications,1,0,0
Connie from the Kona Tree is not indicated for the treatment of Tree-Rush.,Connie from the Kona Tree,Tree-Rush,Tree-Rush,0,1,0,1,1,indications,0,1,0
Morpha is not indicated for the treatment of Tree-Rush.,Morpha,Tree-Rush,Tree-Rush,1,1,0,1,1,indications,1,0,0
Bellerophon is indicated for the treatment of Chimeran Virus.,Bellerophon,Chimeran Virus,Chimeran Virus,1,0,0,1,1,indications,1,0,0
Hypnocil is indicated for the treatment of Chimeran Virus.,Hypnocil,Chimeran Virus,Chimeran Virus,0,0,0,1,1,indications,0,1,0
Bellerophon is not indicated for the treatment of Chimeran Virus.,Bellerophon,Chimeran Virus,Chimeran Virus,0,1,0,1,1,indications,1,0,0
Hypnocil is not indicated for the treatment of Chimeran Virus.,Hypnocil,Chimeran Virus,Chimeran Virus,1,1,0,1,1,indications,1,0,0
medicine made from the Borginian Cocoon is indicated for the treatment of Incuritis.,medicine made from the Borginian Cocoon,Incuritis,Incuritis,1,0,0,1,1,indications,1,0,0
Placiden is indicated for the treatment of Incuritis.,Placiden,Incuritis,Incuritis,0,0,0,1,1,indications,0,1,0
medicine made from the Borginian Cocoon is not indicated for the treatment of Incuritis.,medicine made from the Borginian Cocoon,Incuritis,Incuritis,0,1,0,1,1,indications,0,1,0
Placiden is not indicated for the treatment of Incuritis.,Placiden,Incuritis,Incuritis,1,1,0,1,1,indications,1,0,0
La Esponja Grande is indicated for the treatment of Pox of LeChuck.,La Esponja Grande,Pox of LeChuck,Pox of LeChuck,1,0,0,1,1,indications,1,0,0
Bhelliom is indicated for the treatment of Pox of LeChuck.,Bhelliom,Pox of LeChuck,Pox of LeChuck,0,0,0,1,1,indications,0,0,1
La Esponja Grande is not indicated for the treatment of Pox of LeChuck.,La Esponja Grande,Pox of LeChuck,Pox of LeChuck,0,1,0,1,1,indications,1,0,0
Bhelliom is not indicated for the treatment of Pox of LeChuck.,Bhelliom,Pox of LeChuck,Pox of LeChuck,1,1,0,1,1,indications,0,1,0
a pretendectomy is indicated for the treatment of Pretendicitis.,a pretendectomy,Pretendicitis,Pretendicitis,1,0,0,1,1,indications,1,0,0
Rad-X is indicated for the treatment of Pretendicitis.,Rad-X,Pretendicitis,Pretendicitis,0,0,0,1,1,indications,0,0,1
a pretendectomy is not indicated for the treatment of Pretendicitis.,a pretendectomy,Pretendicitis,Pretendicitis,0,1,0,1,1,indications,1,0,0
Rad-X is not indicated for the treatment of Pretendicitis.,Rad-X,Pretendicitis,Pretendicitis,1,1,0,1,1,indications,1,0,0
Sokolov's Health Elixir is indicated for the treatment of The Rat Plague.,Sokolov's Health Elixir,The Rat Plague,The Rat Plague,1,0,0,1,1,indications,1,0,0
Isoprovalyn is indicated for the treatment of The Rat Plague.,Isoprovalyn,The Rat Plague,The Rat Plague,0,0,0,1,1,indications,1,0,0
Sokolov's Health Elixir is not indicated for the treatment of The Rat Plague.,Sokolov's Health Elixir,The Rat Plague,The Rat Plague,0,1,0,1,1,indications,1,0,0
Isoprovalyn is not indicated for the treatment of The Rat Plague.,Isoprovalyn,The Rat Plague,The Rat Plague,1,1,0,1,1,indications,1,0,0
Bittamucin is indicated for the treatment of Mellorak.,Bittamucin,Mellorak,Mellorak,1,0,0,1,1,indications,0,1,0
Provasic is indicated for the treatment of Mellorak.,Provasic,Mellorak,Mellorak,0,0,0,1,1,indications,0,1,0
Bittamucin is not indicated for the treatment of Mellorak.,Bittamucin,Mellorak,Mellorak,0,1,0,1,1,indications,1,0,0
Provasic is not indicated for the treatment of Mellorak.,Provasic,Mellorak,Mellorak,1,1,0,1,1,indications,1,0,0
Cryostim is indicated for the treatment of Hibernation sickness.,Cryostim,Hibernation sickness,Hibernation sickness,1,0,0,1,1,indications,1,0,0
flowers of Icetor boiled in spring water is indicated for the treatment of Hibernation sickness.,flowers of Icetor boiled in spring water,Hibernation sickness,Hibernation sickness,0,0,0,1,1,indications,1,0,0
Cryostim is not indicated for the treatment of Hibernation sickness.,Cryostim,Hibernation sickness,Hibernation sickness,0,1,0,1,1,indications,1,0,0
flowers of Icetor boiled in spring water is not indicated for the treatment of Hibernation sickness.,flowers of Icetor boiled in spring water,Hibernation sickness,Hibernation sickness,1,1,0,1,1,indications,1,0,0
Felicium is indicated for the treatment of Ornaran plague.,Felicium,Ornaran plague,Ornaran plague,1,0,0,1,1,indications,1,0,0
Bandaging eyes and lying flat on a neutral surface is indicated for the treatment of Ornaran plague.,Bandaging eyes and lying flat on a neutral surface,Ornaran plague,Ornaran plague,0,0,0,1,1,indications,0,0,1
Felicium is not indicated for the treatment of Ornaran plague.,Felicium,Ornaran plague,Ornaran plague,0,1,0,1,1,indications,0,1,0
Bandaging eyes and lying flat on a neutral surface is not indicated for the treatment of Ornaran plague.,Bandaging eyes and lying flat on a neutral surface,Ornaran plague,Ornaran plague,1,1,0,1,1,indications,1,0,0
Organ Transplants is indicated for the treatment of Ballistic Organ Syndrome.,Organ Transplants,Ballistic Organ Syndrome,Ballistic Organ Syndrome,1,0,0,1,1,indications,1,0,0
Bacta is indicated for the treatment of Ballistic Organ Syndrome.,Bacta,Ballistic Organ Syndrome,Ballistic Organ Syndrome,0,0,0,1,1,indications,0,0,1
Organ Transplants is not indicated for the treatment of Ballistic Organ Syndrome.,Organ Transplants,Ballistic Organ Syndrome,Ballistic Organ Syndrome,0,1,0,1,1,indications,0,1,0
Bacta is not indicated for the treatment of Ballistic Organ Syndrome.,Bacta,Ballistic Organ Syndrome,Ballistic Organ Syndrome,1,1,0,1,1,indications,1,0,0
Purging with fire is indicated for the treatment of Buboparazygosia.,Purging with fire,Buboparazygosia,Buboparazygosia,1,0,0,1,1,indications,1,0,0
Repressitol is indicated for the treatment of Buboparazygosia.,Repressitol,Buboparazygosia,Buboparazygosia,0,0,0,1,1,indications,0,1,0
Purging with fire is not indicated for the treatment of Buboparazygosia.,Purging with fire,Buboparazygosia,Buboparazygosia,0,1,0,1,1,indications,0,1,0
Repressitol is not indicated for the treatment of Buboparazygosia.,Repressitol,Buboparazygosia,Buboparazygosia,1,1,0,1,1,indications,0,0,1
Removal of the toad's magic gem is indicated for the treatment of Bufonidic Cephalitis.,Removal of the toad's magic gem,Bufonidic Cephalitis,Bufonidic Cephalitis,1,0,0,1,1,indications,1,0,0
Aqua Cure is indicated for the treatment of Bufonidic Cephalitis.,Aqua Cure,Bufonidic Cephalitis,Bufonidic Cephalitis,0,0,0,1,1,indications,0,1,0
Removal of the toad's magic gem is not indicated for the treatment of Bufonidic Cephalitis.,Removal of the toad's magic gem,Bufonidic Cephalitis,Bufonidic Cephalitis,0,1,0,1,1,indications,0,0,1
Aqua Cure is not indicated for the treatment of Bufonidic Cephalitis.,Aqua Cure,Bufonidic Cephalitis,Bufonidic Cephalitis,1,1,0,1,1,indications,1,0,0
Psychotherapy is indicated for the treatment of Catamenia Hysterica.,Psychotherapy,Catamenia Hysterica,Catamenia Hysterica,1,0,0,1,1,indications,1,0,0
Dypraxa is indicated for the treatment of Catamenia Hysterica.,Dypraxa,Catamenia Hysterica,Catamenia Hysterica,0,0,0,1,1,indications,1,0,0
Psychotherapy is not indicated for the treatment of Catamenia Hysterica.,Psychotherapy,Catamenia Hysterica,Catamenia Hysterica,0,1,0,1,1,indications,1,0,0
Dypraxa is not indicated for the treatment of Catamenia Hysterica.,Dypraxa,Catamenia Hysterica,Catamenia Hysterica,1,1,0,1,1,indications,0,1,0
Reducing soft drink intake is indicated for the treatment of Ceòlmhar Bus.,Reducing soft drink intake,Ceòlmhar Bus,Ceòlmhar Bus,1,0,0,1,1,indications,1,0,0
