statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
The city of Belo Horizonte is not located in Brazil.,Belo Horizonte,Brazil,Brazil,0,1,1,0,0,cities,1,0,0
The city of Niamey is located in Hong Kong.,Niamey,Hong Kong,Niger,0,0,1,0,0,cities,1,0,0
"The city of Wuzhou is located in the United States, MD.",Wuzhou,"the United States, MD",China,0,0,1,0,0,cities,0,1,0
The city of Hihyā is not located in Bosnia and Herzegovina.,Hihyā,Bosnia and Herzegovina,Egypt,1,1,1,0,0,cities,1,0,0
The city of Jeddah is not located in Suriname.,Jeddah,Suriname,Saudi Arabia,1,1,1,0,0,cities,1,0,0
The city of Victoria is not located in Eswatini.,Victoria,Eswatini,"Hong Kong, the United States, TX, Canada",1,1,1,0,0,cities,1,0,0
The city of Huaibei is not located in China.,Huaibei,China,China,0,1,1,0,0,cities,1,0,0
The city of Tongchuan is located in China.,Tongchuan,China,China,1,0,1,0,0,cities,1,0,0
The city of Jacobo Hunter is located in Peru.,Jacobo Hunter,Peru,Peru,1,0,1,0,0,cities,1,0,0
The city of Nandu is located in Puerto Rico.,Nandu,Puerto Rico,China,0,0,1,0,0,cities,0,1,0
The city of Saqqez is located in Singapore.,Saqqez,Singapore,Iran,0,0,1,0,0,cities,0,0,1
The city of Dharangaon is located in Vanuatu.,Dharangaon,Vanuatu,India,0,0,1,0,0,cities,1,0,0
The city of Malang is located in Indonesia.,Malang,Indonesia,Indonesia,1,0,1,0,0,cities,1,0,0
The city of Siping is located in Spain.,Siping,Spain,China,0,0,1,0,0,cities,0,1,0
The city of Kunnamkulam is located in India.,Kunnamkulam,India,India,1,0,1,0,0,cities,1,0,0
The city of Sivakasi is located in India.,Sivakasi,India,India,1,0,1,0,0,cities,1,0,0
The city of Qinhuangdao is located in China.,Qinhuangdao,China,China,1,0,1,0,0,cities,1,0,0
The city of Zaozhuang is located in the Ivory Coast.,Zaozhuang,the Ivory Coast,China,0,0,1,0,0,cities,0,0,1
The city of El Bagre is not located in the Palestinian Territory.,El Bagre,the Palestinian Territory,Colombia,1,1,1,0,0,cities,1,0,0
The city of Myski is located in Russia.,Myski,Russia,Russia,1,0,1,0,0,cities,1,0,0
The city of San Juan Bautista is not located in Venezuela.,San Juan Bautista,Venezuela,Venezuela,0,1,1,0,0,cities,1,0,0
The city of Muscat is not located in Burundi.,Muscat,Burundi,Oman,1,1,1,0,0,cities,1,0,0
The city of Karbala is not located in Bangladesh.,Karbala,Bangladesh,Iraq,1,1,1,0,0,cities,0,0,1
"The city of Palembang is not located in the United States, NY.",Palembang,"the United States, NY",Indonesia,1,1,1,0,0,cities,1,0,0
The city of Chidambaram is located in India.,Chidambaram,India,India,1,0,1,0,0,cities,1,0,0
The city of Pingxiang is not located in Ukraine.,Pingxiang,Ukraine,China,1,1,1,0,0,cities,1,0,0
The city of Kasur is not located in Kosovo.,Kasur,Kosovo,Pakistan,1,1,1,0,0,cities,1,0,0
The city of Chhibrāmau is located in Mali.,Chhibrāmau,Mali,India,0,0,1,0,0,cities,0,0,1
The city of Feicheng is located in China.,Feicheng,China,China,1,0,1,0,0,cities,1,0,0
The city of Subic is located in the Philippines.,Subic,the Philippines,the Philippines,1,0,1,0,0,cities,1,0,0
The city of Matola is located in Mozambique.,Matola,Mozambique,Mozambique,1,0,1,0,0,cities,0,1,0
The city of Dhandhuka is located in India.,Dhandhuka,India,India,1,0,1,0,0,cities,1,0,0
The city of Cúcuta is not located in the South Africa.,Cúcuta,the South Africa,Colombia,1,1,1,0,0,cities,0,0,1
The city of Satun is not located in Thailand.,Satun,Thailand,Thailand,0,1,1,0,0,cities,0,0,1
The city of Sharjah is not located in the United Arab Emirates.,Sharjah,the United Arab Emirates,the United Arab Emirates,0,1,1,0,0,cities,1,0,0
The city of Wenchang is not located in China.,Wenchang,China,China,0,1,1,0,0,cities,1,0,0
The city of Shili is not located in Pakistan.,Shili,Pakistan,China,1,1,1,0,0,cities,1,0,0
The city of N'Djamena is located in Chad.,N'Djamena,Chad,Chad,1,0,1,0,0,cities,1,0,0
"The city of Bergen is not located in the United States, AR.",Bergen,"the United States, AR",Norway,1,1,1,0,0,cities,1,0,0
"The city of Chicago is located in the United States, IL.",Chicago,"the United States, IL","the United States, IL",1,0,1,0,0,cities,0,0,1
"The city of Moriguchi is located in the United States, NE.",Moriguchi,"the United States, NE",Japan,0,0,1,0,0,cities,0,0,1
The city of Licha is not located in China.,Licha,China,China,0,1,1,0,0,cities,1,0,0
The city of Ankang is not located in China.,Ankang,China,China,0,1,1,0,0,cities,1,0,0
The city of Formosa is located in Brazil.,Formosa,Brazil,"Brazil, Argentina",1,0,1,0,0,cities,1,0,0
The city of Asker is not located in Vanuatu.,Asker,Vanuatu,Norway,1,1,1,0,0,cities,1,0,0
The city of Łódź is not located in Poland.,Łódź,Poland,Poland,0,1,1,0,0,cities,1,0,0
The city of Comilla is not located in Hong Kong.,Comilla,Hong Kong,Bangladesh,1,1,1,0,0,cities,1,0,0
The city of Beveren is located in Belgium.,Beveren,Belgium,Belgium,1,0,1,0,0,cities,0,1,0
The city of Collegno is not located in Italy.,Collegno,Italy,Italy,0,1,1,0,0,cities,1,0,0
The city of Tagoloan is not located in Malaysia.,Tagoloan,Malaysia,the Philippines,1,1,1,0,0,cities,1,0,0
The city of Santiago is located in Uzbekistan.,Santiago,Uzbekistan,"Peru, the Philippines, Mexico, Brazil, Chile",0,0,1,0,0,cities,0,0,1
The city of Bhatkal is located in India.,Bhatkal,India,India,1,0,1,0,0,cities,1,0,0
The city of Sydney is located in Canada.,Sydney,Canada,"Canada, Australia",1,0,1,0,0,cities,1,0,0
The city of Suwon is located in the South Korea.,Suwon,the South Korea,the South Korea,1,0,1,0,0,cities,0,1,0
The city of Kumba is located in Cameroon.,Kumba,Cameroon,Cameroon,1,0,1,0,0,cities,0,0,1
The city of Dharān is not located in Sierra Leone.,Dharān,Sierra Leone,Nepal,1,1,1,0,0,cities,0,1,0
The city of Batatais is not located in Rwanda.,Batatais,Rwanda,Brazil,1,1,1,0,0,cities,1,0,0
The city of Ambon is located in Indonesia.,Ambon,Indonesia,Indonesia,1,0,1,0,0,cities,1,0,0
The city of Pehowa is not located in India.,Pehowa,India,India,0,1,1,0,0,cities,1,0,0
The city of Hermosillo is located in Mexico.,Hermosillo,Mexico,Mexico,1,0,1,0,0,cities,1,0,0
The city of Ulsan is located in Taiwan.,Ulsan,Taiwan,the South Korea,0,0,1,0,0,cities,0,1,0
The city of Yangjiang is located in Nigeria.,Yangjiang,Nigeria,China,0,0,1,0,0,cities,1,0,0
The city of Cuauhtémoc is located in Mexico.,Cuauhtémoc,Mexico,Mexico,1,0,1,0,0,cities,1,0,0
The city of Çankaya is located in Turkey.,Çankaya,Turkey,Turkey,1,0,1,0,0,cities,0,1,0
The city of Airoli is located in the Netherlands.,Airoli,the Netherlands,India,0,0,1,0,0,cities,1,0,0
The city of Tirunelveli is not located in India.,Tirunelveli,India,India,0,1,1,0,0,cities,1,0,0
The city of Suzuka is not located in Panama.,Suzuka,Panama,Japan,1,1,1,0,0,cities,0,1,0
The city of Ciudad Nezahualcoyotl is not located in Mexico.,Ciudad Nezahualcoyotl,Mexico,Mexico,0,1,1,0,0,cities,1,0,0
The city of Quzhou is located in China.,Quzhou,China,China,1,0,1,0,0,cities,1,0,0
The city of Xiangcheng Chengguanzhen is located in the North Macedonia.,Xiangcheng Chengguanzhen,the North Macedonia,China,0,0,1,0,0,cities,1,0,0
The city of Winsen is located in Croatia.,Winsen,Croatia,Germany,0,0,1,0,0,cities,0,1,0
The city of Zeist is located in Vanuatu.,Zeist,Vanuatu,the Netherlands,0,0,1,0,0,cities,1,0,0
The city of Recife is not located in Brazil.,Recife,Brazil,Brazil,0,1,1,0,0,cities,1,0,0
The city of Taunton is not located in the United Kingdom.,Taunton,the United Kingdom,"the United States, MA, the United Kingdom",0,1,1,0,0,cities,1,0,0
The city of Al Başrah al Qadīmah is not located in Iraq.,Al Başrah al Qadīmah,Iraq,Iraq,0,1,1,0,0,cities,0,0,1
The city of Bekasi is located in the South Africa.,Bekasi,the South Africa,Indonesia,0,0,1,0,0,cities,0,0,1
The city of Lianyungang is located in China.,Lianyungang,China,China,1,0,1,0,0,cities,1,0,0
The city of Seongnam-si is located in the South Korea.,Seongnam-si,the South Korea,the South Korea,1,0,1,0,0,cities,0,0,1
"The city of La Porte is located in the United States, TX.",La Porte,"the United States, TX","the United States, TX",1,0,1,0,0,cities,0,1,0
The city of Volgograd is not located in Mexico.,Volgograd,Mexico,Russia,1,1,1,0,0,cities,1,0,0
"The city of Rosario is not located in the United States, OK.",Rosario,"the United States, OK",Argentina,1,1,1,0,0,cities,1,0,0
The city of Thongwa is not located in Myanmar.,Thongwa,Myanmar,Myanmar,0,1,1,0,0,cities,1,0,0
The city of Jinjiang is located in Ghana.,Jinjiang,Ghana,China,0,0,1,0,0,cities,1,0,0
The city of Jalandhar is not located in India.,Jalandhar,India,India,0,1,1,0,0,cities,1,0,0
The city of Quito is located in Cambodia.,Quito,Cambodia,Ecuador,0,0,1,0,0,cities,0,0,1
The city of Tyumen is not located in Russia.,Tyumen,Russia,Russia,0,1,1,0,0,cities,1,0,0
The city of Melbourne is located in Australia.,Melbourne,Australia,"the United States, FL, Australia",1,0,1,0,0,cities,1,0,0
The city of Jingzhi is located in Hong Kong.,Jingzhi,Hong Kong,China,0,0,1,0,0,cities,1,0,0
The city of Benghazi is not located in Belize.,Benghazi,Belize,Libya,1,1,1,0,0,cities,0,0,1
The city of Sendhwa is not located in Mongolia.,Sendhwa,Mongolia,India,1,1,1,0,0,cities,0,1,0
The city of Nichelino is not located in Italy.,Nichelino,Italy,Italy,0,1,1,0,0,cities,1,0,0
The city of Hāora is not located in India.,Hāora,India,India,0,1,1,0,0,cities,1,0,0
"The city of Buenos Aires is located in the United States, NH.",Buenos Aires,"the United States, NH",Argentina,0,0,1,0,0,cities,0,1,0
The city of Michalovce is located in Ecuador.,Michalovce,Ecuador,Slovakia,0,0,1,0,0,cities,0,1,0
"The city of Encarnación is not located in the United States, AZ.",Encarnación,"the United States, AZ",Paraguay,1,1,1,0,0,cities,1,0,0
The city of Rongjiang is located in China.,Rongjiang,China,China,1,0,1,0,0,cities,1,0,0
New York City is not located in Ethiopia.,New York City,Ethiopia,"the United States, NY",1,1,1,0,0,cities,1,0,0
The city of Houghton-Le-Spring is located in the United Kingdom.,Houghton-Le-Spring,the United Kingdom,the United Kingdom,1,0,1,0,0,cities,1,0,0
The city of Paramaribo is not located in Uruguay.,Paramaribo,Uruguay,Suriname,1,1,1,0,0,cities,1,0,0
Al Shamkhah City is not located in the United Arab Emirates.,Al Shamkhah City,the United Arab Emirates,the United Arab Emirates,0,1,1,0,0,cities,0,0,1
The city of Pokrovskoye-Streshnëvo is not located in Russia.,Pokrovskoye-Streshnëvo,Russia,Russia,0,1,1,0,0,cities,1,0,0
The city of Santiago is located in the Philippines.,Santiago,the Philippines,"Peru, the Philippines, Mexico, Brazil, Chile",1,0,1,0,0,cities,1,0,0
The city of Siping is located in China.,Siping,China,China,1,0,1,0,0,cities,1,0,0
The city of Caltanissetta is located in Italy.,Caltanissetta,Italy,Italy,1,0,1,0,0,cities,1,0,0
The city of Guangzhou is not located in Myanmar.,Guangzhou,Myanmar,China,1,1,1,0,0,cities,1,0,0
The city of Dundalk is not located in Ireland.,Dundalk,Ireland,"the United States, MD, Ireland",0,1,1,0,0,cities,1,0,0
The city of Davao is not located in Cuba.,Davao,Cuba,the Philippines,1,1,1,0,0,cities,0,1,0
The city of Hamilton is located in New Zealand.,Hamilton,New Zealand,"New Zealand, the United States, OH, the United Kingdom, Canada",1,0,1,0,0,cities,0,0,1
The city of Bandung is located in Indonesia.,Bandung,Indonesia,Indonesia,1,0,1,0,0,cities,1,0,0
The city of Bhopāl is located in India.,Bhopāl,India,India,1,0,1,0,0,cities,1,0,0
The city of Huadian is located in China.,Huadian,China,China,1,0,1,0,0,cities,1,0,0
The city of Kathmandu is not located in Trinidad and Tobago.,Kathmandu,Trinidad and Tobago,Nepal,1,1,1,0,0,cities,0,0,1
The city of Caracas is located in Australia.,Caracas,Australia,Venezuela,0,0,1,0,0,cities,1,0,0
The city of Keshod is not located in Kosovo.,Keshod,Kosovo,India,1,1,1,0,0,cities,0,1,0
"The city of Mombasa is not located in the United States, SD.",Mombasa,"the United States, SD",Kenya,1,1,1,0,0,cities,0,0,1
The city of Austin is located in Djibouti.,Austin,Djibouti,"the United States, TX",0,0,1,0,0,cities,1,0,0
The city of Pueblo is not located in Myanmar.,Pueblo,Myanmar,"the United States, CO",1,1,1,0,0,cities,1,0,0
The city of Liaocheng is not located in the Republic of the Congo.,Liaocheng,the Republic of the Congo,China,1,1,1,0,0,cities,0,1,0
The city of Reẖovot is not located in the Dominican Republic.,Reẖovot,the Dominican Republic,Israel,1,1,1,0,0,cities,0,0,1
"The city of Klang is not located in the United States, KS.",Klang,"the United States, KS",Malaysia,1,1,1,0,0,cities,1,0,0
The city of Sieradz is not located in Poland.,Sieradz,Poland,Poland,0,1,1,0,0,cities,1,0,0
The city of Tafí Viejo is located in Argentina.,Tafí Viejo,Argentina,Argentina,1,0,1,0,0,cities,0,1,0
The city of Kampala is located in Egypt.,Kampala,Egypt,Uganda,0,0,1,0,0,cities,1,0,0
The city of Jiaxing is not located in Fiji.,Jiaxing,Fiji,China,1,1,1,0,0,cities,0,0,1
The city of Nong Bua Lamphu is not located in Estonia.,Nong Bua Lamphu,Estonia,Thailand,1,1,1,0,0,cities,0,1,0
The city of Lubumbashi is located in Qatar.,Lubumbashi,Qatar,the Democratic Republic of the Congo,0,0,1,0,0,cities,1,0,0
The city of Gwangju is located in Belize.,Gwangju,Belize,the South Korea,0,0,1,0,0,cities,0,0,1
The city of Mahalapye is located in Botswana.,Mahalapye,Botswana,Botswana,1,0,1,0,0,cities,0,1,0
Guatemala City is located in Guatemala.,Guatemala City,Guatemala,Guatemala,1,0,1,0,0,cities,1,0,0
The city of Barquisimeto is located in Venezuela.,Barquisimeto,Venezuela,Venezuela,1,0,1,0,0,cities,1,0,0
"The city of Dublin is not located in the United States, OH.",Dublin,"the United States, OH","the United States, CA, Ireland, the United States, OH",0,1,1,0,0,cities,1,0,0
"The city of Pekanbaru is located in the United States, MA.",Pekanbaru,"the United States, MA",Indonesia,0,0,1,0,0,cities,1,0,0
The city of Poza Rica de Hidalgo is located in Mexico.,Poza Rica de Hidalgo,Mexico,Mexico,1,0,1,0,0,cities,1,0,0
The city of Kakamega is located in Kenya.,Kakamega,Kenya,Kenya,1,0,1,0,0,cities,0,0,1
The city of Kigali is located in Tunisia.,Kigali,Tunisia,Rwanda,0,0,1,0,0,cities,1,0,0
The city of Usulután is located in El Salvador.,Usulután,El Salvador,El Salvador,1,0,1,0,0,cities,0,1,0
The city of Zhytomyr is located in Ukraine.,Zhytomyr,Ukraine,Ukraine,1,0,1,0,0,cities,1,0,0
The city of Morādābād is not located in India.,Morādābād,India,India,0,1,1,0,0,cities,1,0,0
The city of Laibin is located in China.,Laibin,China,China,1,0,1,0,0,cities,1,0,0
"The city of Ma’anshan is not located in the United States, MI.",Ma’anshan,"the United States, MI",China,1,1,1,0,0,cities,1,0,0
The city of Courbevoie is not located in Samoa.,Courbevoie,Samoa,France,1,1,1,0,0,cities,0,1,0
The city of Moncton is located in Canada.,Moncton,Canada,Canada,1,0,1,0,0,cities,1,0,0
"The city of Tongchuan is not located in the United States, MD.",Tongchuan,"the United States, MD",China,1,1,1,0,0,cities,0,1,0
The city of Fort Collins is not located in Albania.,Fort Collins,Albania,"the United States, CO",1,1,1,0,0,cities,0,1,0
The city of Greenville is not located in Vanuatu.,Greenville,Vanuatu,"the United States, NC, the United States, MS, the United States, SC",1,1,1,0,0,cities,1,0,0
The city of Brazzaville is not located in the Republic of the Congo.,Brazzaville,the Republic of the Congo,the Republic of the Congo,0,1,1,0,0,cities,0,0,1
The city of Mimico is located in Switzerland.,Mimico,Switzerland,Canada,0,0,1,0,0,cities,0,0,1
The city of Yinzhu is not located in the South Africa.,Yinzhu,the South Africa,China,1,1,1,0,0,cities,0,0,1
The city of Datong is not located in China.,Datong,China,China,0,1,1,0,0,cities,1,0,0
The city of Callao is not located in Peru.,Callao,Peru,Peru,0,1,1,0,0,cities,1,0,0
The city of North Olmsted is located in Switzerland.,North Olmsted,Switzerland,"the United States, OH",0,0,1,0,0,cities,0,0,1
"The city of Glastonbury is not located in the United States, CT.",Glastonbury,"the United States, CT","the United States, CT",0,1,1,0,0,cities,0,1,0
The city of Londonderry County Borough is not located in Kyrgyzstan.,Londonderry County Borough,Kyrgyzstan,the United Kingdom,1,1,1,0,0,cities,0,0,1
The city of Xinyang is not located in China.,Xinyang,China,China,0,1,1,0,0,cities,1,0,0
The city of Salem is located in Indonesia.,Salem,Indonesia,"the United States, OR, the United States, MA, India",0,0,1,0,0,cities,1,0,0
"The city of Glastonbury is located in the United States, CT.",Glastonbury,"the United States, CT","the United States, CT",1,0,1,0,0,cities,0,1,0
The city of Hyesan is not located in Poland.,Hyesan,Poland,the North Korea,1,1,1,0,0,cities,1,0,0
The city of Itabira is not located in Brazil.,Itabira,Brazil,Brazil,0,1,1,0,0,cities,1,0,0
The city of Inowrocław is not located in Poland.,Inowrocław,Poland,Poland,0,1,1,0,0,cities,1,0,0
"The city of Monrovia is located in the United States, CA.",Monrovia,"the United States, CA","the United States, CA, Liberia",1,0,1,0,0,cities,1,0,0
"The city of Gresham is not located in the United States, OR.",Gresham,"the United States, OR","the United States, OR",0,1,1,0,0,cities,0,1,0
The city of Serdobsk is not located in Russia.,Serdobsk,Russia,Russia,0,1,1,0,0,cities,1,0,0
The city of Biên Hòa is located in Vietnam.,Biên Hòa,Vietnam,Vietnam,1,0,1,0,0,cities,1,0,0
The city of Xinglong is located in Guinea-Bissau.,Xinglong,Guinea-Bissau,China,0,0,1,0,0,cities,1,0,0
The city of Bouaké is located in Hong Kong.,Bouaké,Hong Kong,the Ivory Coast,0,0,1,0,0,cities,1,0,0
The city of Yichang is not located in China.,Yichang,China,China,0,1,1,0,0,cities,1,0,0
The city of Randfontein is not located in the South Africa.,Randfontein,the South Africa,the South Africa,0,1,1,0,0,cities,0,0,1
The city of San Miguel de Allende is located in Samoa.,San Miguel de Allende,Samoa,Mexico,0,0,1,0,0,cities,0,0,1
The city of Quito is not located in Ecuador.,Quito,Ecuador,Ecuador,0,1,1,0,0,cities,0,1,0
The city of Châtelet is not located in the North Macedonia.,Châtelet,the North Macedonia,Belgium,1,1,1,0,0,cities,1,0,0
"The city of Yelabuga is not located in the United States, NH.",Yelabuga,"the United States, NH",Russia,1,1,1,0,0,cities,0,1,0
The city of Sendai is not located in Venezuela.,Sendai,Venezuela,Japan,1,1,1,0,0,cities,1,0,0
The city of Jinan is located in Ghana.,Jinan,Ghana,China,0,0,1,0,0,cities,1,0,0
The city of Yiyang is not located in the Dominican Republic.,Yiyang,the Dominican Republic,China,1,1,1,0,0,cities,0,0,1
The city of Erzurum is not located in Turkey.,Erzurum,Turkey,Turkey,0,1,1,0,0,cities,0,1,0
The city of Santa María is located in Ireland.,Santa María,Ireland,Argentina,0,0,1,0,0,cities,1,0,0
The city of Sakado is located in Japan.,Sakado,Japan,Japan,1,0,1,0,0,cities,1,0,0
"The city of Meerut is located in the United States, IN.",Meerut,"the United States, IN",India,0,0,1,0,0,cities,1,0,0
The city of Malingao is located in the Philippines.,Malingao,the Philippines,the Philippines,1,0,1,0,0,cities,1,0,0
The city of Shivaji Nagar is located in India.,Shivaji Nagar,India,India,1,0,1,0,0,cities,1,0,0
The city of Redondo Beach is located in Kiribati.,Redondo Beach,Kiribati,"the United States, CA",0,0,1,0,0,cities,1,0,0
The city of Geraardsbergen is located in Colombia.,Geraardsbergen,Colombia,Belgium,0,0,1,0,0,cities,0,1,0
The city of Campo Grande is located in the Palestinian Territory.,Campo Grande,the Palestinian Territory,Brazil,0,0,1,0,0,cities,1,0,0
"The city of Luohe is located in the United States, MT.",Luohe,"the United States, MT",China,0,0,1,0,0,cities,0,0,1
The city of Faisalabad is located in Sweden.,Faisalabad,Sweden,Pakistan,0,0,1,0,0,cities,0,0,1
The city of Groningen is located in Curacao.,Groningen,Curacao,the Netherlands,0,0,1,0,0,cities,1,0,0
The city of İzmir is located in Turkey.,İzmir,Turkey,Turkey,1,0,1,0,0,cities,0,1,0
The city of Hamilton is not located in Egypt.,Hamilton,Egypt,"New Zealand, the United States, OH, the United Kingdom, Canada",1,1,1,0,0,cities,1,0,0
The city of Baotou is not located in Costa Rica.,Baotou,Costa Rica,China,1,1,1,0,0,cities,1,0,0
The city of Belfort is located in France.,Belfort,France,France,1,0,1,0,0,cities,0,1,0
The city of Pittsburg is not located in Lesotho.,Pittsburg,Lesotho,"the United States, CA",1,1,1,0,0,cities,1,0,0
The city of Béchar is located in Algeria.,Béchar,Algeria,Algeria,1,0,1,0,0,cities,1,0,0
The city of Sidhi is located in India.,Sidhi,India,India,1,0,1,0,0,cities,1,0,0
The city of Saqqez is not located in China.,Saqqez,China,Iran,1,1,1,0,0,cities,1,0,0
The city of Usulután is located in Cabo Verde.,Usulután,Cabo Verde,El Salvador,0,0,1,0,0,cities,1,0,0
The city of Jakarta is located in Algeria.,Jakarta,Algeria,Indonesia,0,0,1,0,0,cities,1,0,0
The city of Túxpam de Rodríguez Cano is located in Belgium.,Túxpam de Rodríguez Cano,Belgium,Mexico,0,0,1,0,0,cities,0,1,0
The city of Pathānkot is located in India.,Pathānkot,India,India,1,0,1,0,0,cities,1,0,0
The city of Lu’an is not located in China.,Lu’an,China,China,0,1,1,0,0,cities,1,0,0
"The city of San Francisco is located in the United States, CA.",San Francisco,"the United States, CA","the United States, CA, Costa Rica, Argentina",1,0,1,0,0,cities,1,0,0
The city of Toulon is located in France.,Toulon,France,France,1,0,1,0,0,cities,0,1,0
