statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Irofulven is not indicated for the treatment of manic.,Irofulven,manic,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",1,1,1,0,0,indications,1,0,0
Irofulven is indicated for the treatment of neurogenic shock.,Irofulven,neurogenic shock,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",0,0,1,0,0,indications,1,0,0
Irofulven is not indicated for the treatment of pancreatic cancer.,Irofulven,pancreatic cancer,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",0,1,1,0,0,indications,1,0,0
Irofulven is indicated for the treatment of pancreatic cancer.,Irofulven,pancreatic cancer,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",1,0,1,0,0,indications,1,0,0
Irofulven is not indicated for the treatment of diarrhea.,Irofulven,diarrhea,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",1,1,1,0,0,indications,1,0,0
Irofulven is not indicated for the treatment of prostate cancer.,Irofulven,prostate cancer,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",0,1,1,0,0,indications,1,0,0
Irofulven is indicated for the treatment of prostate cancer.,Irofulven,prostate cancer,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",1,0,1,0,0,indications,1,0,0
Irofulven is not indicated for the treatment of hepatic cirrhosis.,Irofulven,hepatic cirrhosis,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",1,1,1,0,0,indications,1,0,0
Irofulven is indicated for the treatment of beta thalassemia.,Irofulven,beta thalassemia,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",0,0,1,0,0,indications,1,0,0
Irofulven is not indicated for the treatment of sarcoma.,Irofulven,sarcoma,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",0,1,1,0,0,indications,1,0,0
Irofulven is indicated for the treatment of sarcoma.,Irofulven,sarcoma,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",1,0,1,0,0,indications,1,0,0
Irofulven is not indicated for the treatment of LGS.,Irofulven,LGS,"brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, sarcoma",1,1,1,0,0,indications,1,0,0
humanized SMART Anti-IL-12 Antibody is not indicated for the treatment of autoimmune diseases.,humanized SMART Anti-IL-12 Antibody,autoimmune diseases,autoimmune diseases,0,1,1,0,0,indications,0,1,0
humanized SMART Anti-IL-12 Antibody is indicated for the treatment of autoimmune diseases.,humanized SMART Anti-IL-12 Antibody,autoimmune diseases,autoimmune diseases,1,0,1,0,0,indications,0,1,0
humanized SMART Anti-IL-12 Antibody is not indicated for the treatment of congestive heart failure.,humanized SMART Anti-IL-12 Antibody,congestive heart failure,autoimmune diseases,1,1,1,0,0,indications,0,0,1
humanized SMART Anti-IL-12 Antibody is indicated for the treatment of peptic ulcer disease.,humanized SMART Anti-IL-12 Antibody,peptic ulcer disease,autoimmune diseases,0,0,1,0,0,indications,1,0,0
Fingolimod is not indicated for the treatment of multiple sclerosis.,Fingolimod,multiple sclerosis,multiple sclerosis,0,1,1,0,0,indications,1,0,0
Fingolimod is indicated for the treatment of multiple sclerosis.,Fingolimod,multiple sclerosis,multiple sclerosis,1,0,1,0,0,indications,1,0,0
Fingolimod is not indicated for the treatment of respiratory distress syndrome.,Fingolimod,respiratory distress syndrome,multiple sclerosis,1,1,1,0,0,indications,0,0,1
Fingolimod is indicated for the treatment of cerebral edema.,Fingolimod,cerebral edema,multiple sclerosis,0,0,1,0,0,indications,0,0,1
NOX-100 is not indicated for the treatment of sepsis.,NOX-100,sepsis,"sepsis, septicemia",0,1,1,0,0,indications,0,1,0
NOX-100 is indicated for the treatment of sepsis.,NOX-100,sepsis,"sepsis, septicemia",1,0,1,0,0,indications,0,1,0
NOX-100 is not indicated for the treatment of malignancy.,NOX-100,malignancy,"sepsis, septicemia",1,1,1,0,0,indications,0,1,0
NOX-100 is indicated for the treatment of major depression.,NOX-100,major depression,"sepsis, septicemia",0,0,1,0,0,indications,0,1,0
NOX-100 is not indicated for the treatment of septicemia.,NOX-100,septicemia,"sepsis, septicemia",0,1,1,0,0,indications,0,1,0
NOX-100 is indicated for the treatment of septicemia.,NOX-100,septicemia,"sepsis, septicemia",1,0,1,0,0,indications,0,1,0
NOX-100 is not indicated for the treatment of venous thromboembolism.,NOX-100,venous thromboembolism,"sepsis, septicemia",1,1,1,0,0,indications,0,0,1
NOX-100 is indicated for the treatment of diabetic.,NOX-100,diabetic,"sepsis, septicemia",0,0,1,0,0,indications,0,1,0
Dasatinib is not indicated for the treatment of chronic myeloid leukemia.,Dasatinib,chronic myeloid leukemia,chronic myeloid leukemia,0,1,1,0,0,indications,0,0,1
Dasatinib is indicated for the treatment of chronic myeloid leukemia.,Dasatinib,chronic myeloid leukemia,chronic myeloid leukemia,1,0,1,0,0,indications,0,0,1
Dasatinib is not indicated for the treatment of seizures.,Dasatinib,seizures,chronic myeloid leukemia,1,1,1,0,0,indications,1,0,0
Dasatinib is indicated for the treatment of Schizophrenia.,Dasatinib,Schizophrenia,chronic myeloid leukemia,0,0,1,0,0,indications,0,0,1
Bisoprolol is not indicated for the treatment of hypertension.,Bisoprolol,hypertension,hypertension,0,1,1,0,0,indications,1,0,0
Bisoprolol is indicated for the treatment of hypertension.,Bisoprolol,hypertension,hypertension,1,0,1,0,0,indications,1,0,0
Bisoprolol is not indicated for the treatment of seizures.,Bisoprolol,seizures,hypertension,1,1,1,0,0,indications,1,0,0
Bisoprolol is indicated for the treatment of vulvovaginal candidiasis.,Bisoprolol,vulvovaginal candidiasis,hypertension,0,0,1,0,0,indications,1,0,0
Pyrithione is not indicated for the treatment of dandruff.,Pyrithione,dandruff,dandruff,0,1,1,0,0,indications,0,0,1
Pyrithione is indicated for the treatment of dandruff.,Pyrithione,dandruff,dandruff,1,0,1,0,0,indications,0,0,1
Pyrithione is not indicated for the treatment of mycobacterium tuberculosis.,Pyrithione,mycobacterium tuberculosis,dandruff,1,1,1,0,0,indications,0,0,1
Pyrithione is indicated for the treatment of river blindness.,Pyrithione,river blindness,dandruff,0,0,1,0,0,indications,0,0,1
SNS-314 is not indicated for the treatment of tumors.,SNS-314,tumors,tumors,0,1,1,0,0,indications,0,1,0
SNS-314 is indicated for the treatment of tumors.,SNS-314,tumors,tumors,1,0,1,0,0,indications,0,1,0
SNS-314 is not indicated for the treatment of asthma.,SNS-314,asthma,tumors,1,1,1,0,0,indications,0,1,0
SNS-314 is indicated for the treatment of metabolic disease.,SNS-314,metabolic disease,tumors,0,0,1,0,0,indications,0,1,0
Sibutramine is not indicated for the treatment of obesity.,Sibutramine,obesity,obesity,0,1,1,0,0,indications,1,0,0
Sibutramine is indicated for the treatment of obesity.,Sibutramine,obesity,obesity,1,0,1,0,0,indications,1,0,0
Sibutramine is not indicated for the treatment of psychomotor agitation.,Sibutramine,psychomotor agitation,obesity,1,1,1,0,0,indications,1,0,0
Sibutramine is indicated for the treatment of malignant hyperthermia.,Sibutramine,malignant hyperthermia,obesity,0,0,1,0,0,indications,1,0,0
Armodafinil is not indicated for the treatment of bipolar disorders.,Armodafinil,bipolar disorders,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",0,1,1,0,0,indications,1,0,0
Armodafinil is indicated for the treatment of bipolar disorders.,Armodafinil,bipolar disorders,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",1,0,1,0,0,indications,1,0,0
Armodafinil is indicated for the treatment of aspergillosis.,Armodafinil,aspergillosis,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",0,0,1,0,0,indications,1,0,0
Armodafinil is not indicated for the treatment of depression.,Armodafinil,depression,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",0,1,1,0,0,indications,1,0,0
Armodafinil is indicated for the treatment of depression.,Armodafinil,depression,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",1,0,1,0,0,indications,1,0,0
Armodafinil is not indicated for the treatment of hyperprolactinemia.,Armodafinil,hyperprolactinemia,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",1,1,1,0,0,indications,1,0,0
Armodafinil is indicated for the treatment of HPT.,Armodafinil,HPT,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",0,0,1,0,0,indications,1,0,0
Armodafinil is not indicated for the treatment of obstructive sleep apnea.,Armodafinil,obstructive sleep apnea,"bipolar disorders, depression, obstructive sleep apnea, schizoaffective disorders, schizophrenia, sleep disorders",0,1,1,0,0,indications,1,0,0
