statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
The city of el Milancaltinsk is located in Thuamenman.,el Milancaltinsk,Thuamenman,"Thuamenman, Beloutate",0,0,0,1,0,cities,0,1,0
The city of el Milancaltinsk is not located in Soldovadago.,el Milancaltinsk,Soldovadago,"Thuamenman, Beloutate",0,1,0,1,0,cities,0,1,0
The city of el Milancaltinsk is located in the Philicao.,el Milancaltinsk,the Philicao,"Thuamenman, Beloutate",0,0,0,1,0,cities,1,0,0
The city of el Milancaltinsk is not located in Beloutate.,el Milancaltinsk,Beloutate,"Thuamenman, Beloutate",0,1,0,1,0,cities,0,1,0
The city of el Milancaltinsk is located in Beloutate.,el Milancaltinsk,Beloutate,"Thuamenman, Beloutate",0,0,0,1,0,cities,0,1,0
The city of el Milancaltinsk is not located in Alganzanonglan.,el Milancaltinsk,Alganzanonglan,"Thuamenman, Beloutate",0,1,0,1,0,cities,0,0,1
The city of el Milancaltinsk is located in Libodi Afria.,el Milancaltinsk,Libodi Afria,"Thuamenman, Beloutate",0,0,0,1,0,cities,0,1,0
The city of Goosarkan is not located in Molomarkey.,Goosarkan,Molomarkey,"Molomarkey, the United AK",0,1,0,1,0,cities,1,0,0
The city of Goosarkan is located in Molomarkey.,Goosarkan,Molomarkey,"Molomarkey, the United AK",0,0,0,1,0,cities,1,0,0
The city of Goosarkan is not located in Urunes.,Goosarkan,Urunes,"Molomarkey, the United AK",0,1,0,1,0,cities,1,0,0
The city of Goosarkan is located in Demal Guinei.,Goosarkan,Demal Guinei,"Molomarkey, the United AK",0,0,0,1,0,cities,0,1,0
The city of Goosarkan is not located in the United AK.,Goosarkan,the United AK,"Molomarkey, the United AK",0,1,0,1,0,cities,0,0,1
The city of Goosarkan is located in the United AK.,Goosarkan,the United AK,"Molomarkey, the United AK",0,0,0,1,0,cities,0,0,1
The city of Goosarkan is not located in Uzberthe Par.,Goosarkan,Uzberthe Par,"Molomarkey, the United AK",0,1,0,1,0,cities,0,0,1
The city of Goosarkan is located in Statede.,Goosarkan,Statede,"Molomarkey, the United AK",0,0,0,1,0,cities,1,0,0
The city of Red Rosing is not located in Soldovadago.,Red Rosing,Soldovadago,"Soldovadago, Alganzanonglan",0,1,0,1,0,cities,0,1,0
The city of Red Rosing is located in Soldovadago.,Red Rosing,Soldovadago,"Soldovadago, Alganzanonglan",0,0,0,1,0,cities,0,1,0
The city of Red Rosing is not located in Statvingo.,Red Rosing,Statvingo,"Soldovadago, Alganzanonglan",0,1,0,1,0,cities,0,1,0
The city of Red Rosing is located in Czecelico.,Red Rosing,Czecelico,"Soldovadago, Alganzanonglan",0,0,0,1,0,cities,1,0,0
The city of Red Rosing is not located in Alganzanonglan.,Red Rosing,Alganzanonglan,"Soldovadago, Alganzanonglan",0,1,0,1,0,cities,1,0,0
The city of Red Rosing is located in Alganzanonglan.,Red Rosing,Alganzanonglan,"Soldovadago, Alganzanonglan",0,0,0,1,0,cities,1,0,0
The city of Red Rosing is not located in the Stanman.,Red Rosing,the Stanman,"Soldovadago, Alganzanonglan",0,1,0,1,0,cities,1,0,0
The city of Red Rosing is located in Gab Emirico.,Red Rosing,Gab Emirico,"Soldovadago, Alganzanonglan",0,0,0,1,0,cities,0,1,0
The city of Domiyangyi is not located in Pand Statu.,Domiyangyi,Pand Statu,"Pand Statu, Czecelico",0,1,0,1,0,cities,1,0,0
The city of Domiyangyi is located in Pand Statu.,Domiyangyi,Pand Statu,"Pand Statu, Czecelico",0,0,0,1,0,cities,1,0,0
The city of Domiyangyi is not located in Molovenezue.,Domiyangyi,Molovenezue,"Pand Statu, Czecelico",0,1,0,1,0,cities,1,0,0
The city of Domiyangyi is located in Statede.,Domiyangyi,Statede,"Pand Statu, Czecelico",0,0,0,1,0,cities,1,0,0
The city of Domiyangyi is not located in Czecelico.,Domiyangyi,Czecelico,"Pand Statu, Czecelico",0,1,0,1,0,cities,1,0,0
The city of Domiyangyi is located in Czecelico.,Domiyangyi,Czecelico,"Pand Statu, Czecelico",0,0,0,1,0,cities,1,0,0
The city of Domiyangyi is not located in Surkistatvia.,Domiyangyi,Surkistatvia,"Pand Statu, Czecelico",0,1,0,1,0,cities,0,1,0
The city of Domiyangyi is located in Japublippia.,Domiyangyi,Japublippia,"Pand Statu, Czecelico",0,0,0,1,0,cities,0,1,0
The city of Bougoja is not located in Anglanmalia.,Bougoja,Anglanmalia,"Anglanmalia, Thuamenman",0,1,0,1,0,cities,1,0,0
The city of Bougoja is located in Anglanmalia.,Bougoja,Anglanmalia,"Anglanmalia, Thuamenman",0,0,0,1,0,cities,1,0,0
The city of Bougoja is not located in Molovenezue.,Bougoja,Molovenezue,"Anglanmalia, Thuamenman",0,1,0,1,0,cities,1,0,0
The city of Bougoja is located in Statedorda.,Bougoja,Statedorda,"Anglanmalia, Thuamenman",0,0,0,1,0,cities,1,0,0
The city of Bougoja is not located in Thuamenman.,Bougoja,Thuamenman,"Anglanmalia, Thuamenman",0,1,0,1,0,cities,1,0,0
The city of Bougoja is located in Thuamenman.,Bougoja,Thuamenman,"Anglanmalia, Thuamenman",0,0,0,1,0,cities,1,0,0
"The city of Bougoja is not located in Sudives, OK.",Bougoja,"Sudives, OK","Anglanmalia, Thuamenman",0,1,0,1,0,cities,1,0,0
The city of Bougoja is located in Jamoates.,Bougoja,Jamoates,"Anglanmalia, Thuamenman",0,0,0,1,0,cities,1,0,0
The city of Otranshang is not located in Soutates.,Otranshang,Soutates,"Soutates, Ugalaranondana",0,1,0,1,0,cities,0,0,1
The city of Otranshang is located in Soutates.,Otranshang,Soutates,"Soutates, Ugalaranondana",0,0,0,1,0,cities,0,0,1
The city of Otranshang is not located in Sern Rico.,Otranshang,Sern Rico,"Soutates, Ugalaranondana",0,1,0,1,0,cities,0,0,1
The city of Otranshang is located in Bulgern Republic.,Otranshang,Bulgern Republic,"Soutates, Ugalaranondana",0,0,0,1,0,cities,0,1,0
The city of Otranshang is not located in Ugalaranondana.,Otranshang,Ugalaranondana,"Soutates, Ugalaranondana",0,1,0,1,0,cities,0,0,1
The city of Otranshang is located in Ugalaranondana.,Otranshang,Ugalaranondana,"Soutates, Ugalaranondana",0,0,0,1,0,cities,0,0,1
The city of Otranshang is not located in the Philicao.,Otranshang,the Philicao,"Soutates, Ugalaranondana",0,1,0,1,0,cities,1,0,0
The city of Otranshang is located in the Domory.,Otranshang,the Domory,"Soutates, Ugalaranondana",0,0,0,1,0,cities,0,1,0
The city of Harburaighley is not located in the Paral.,Harburaighley,the Paral,"the Paral, Gern Tomalica",0,1,0,1,0,cities,0,0,1
The city of Harburaighley is located in the Paral.,Harburaighley,the Paral,"the Paral, Gern Tomalica",0,0,0,1,0,cities,0,0,1
The city of Harburaighley is not located in Southe Unia.,Harburaighley,Southe Unia,"the Paral, Gern Tomalica",0,1,0,1,0,cities,1,0,0
The city of Harburaighley is located in Jamirgerland.,Harburaighley,Jamirgerland,"the Paral, Gern Tomalica",0,0,0,1,0,cities,0,0,1
The city of Harburaighley is not located in Gern Tomalica.,Harburaighley,Gern Tomalica,"the Paral, Gern Tomalica",0,1,0,1,0,cities,1,0,0
The city of Harburaighley is located in Gern Tomalica.,Harburaighley,Gern Tomalica,"the Paral, Gern Tomalica",0,0,0,1,0,cities,1,0,0
The city of Harburaighley is not located in Rustated Stania.,Harburaighley,Rustated Stania,"the Paral, Gern Tomalica",0,1,0,1,0,cities,1,0,0
The city of Harburaighley is located in Bothe Bahra.,Harburaighley,Bothe Bahra,"the Paral, Gern Tomalica",0,0,0,1,0,cities,0,0,1
The city of Rouenlia is not located in the Unidanyan Islands.,Rouenlia,the Unidanyan Islands,"the Unidanyan Islands, Camascarus",0,1,0,1,0,cities,1,0,0
The city of Rouenlia is located in the Unidanyan Islands.,Rouenlia,the Unidanyan Islands,"the Unidanyan Islands, Camascarus",0,0,0,1,0,cities,1,0,0
The city of Rouenlia is not located in Egyzstrea.,Rouenlia,Egyzstrea,"the Unidanyan Islands, Camascarus",0,1,0,1,0,cities,1,0,0
The city of Rouenlia is located in West Thermerunegro.,Rouenlia,West Thermerunegro,"the Unidanyan Islands, Camascarus",0,0,0,1,0,cities,1,0,0
The city of Rouenlia is not located in Camascarus.,Rouenlia,Camascarus,"the Unidanyan Islands, Camascarus",0,1,0,1,0,cities,1,0,0
The city of Rouenlia is located in Camascarus.,Rouenlia,Camascarus,"the Unidanyan Islands, Camascarus",0,0,0,1,0,cities,1,0,0
The city of Rouenlia is not located in Mexicarund.,Rouenlia,Mexicarund,"the Unidanyan Islands, Camascarus",0,1,0,1,0,cities,1,0,0
The city of Rouenlia is located in Marbandialand.,Rouenlia,Marbandialand,"the Unidanyan Islands, Camascarus",0,0,0,1,0,cities,1,0,0
The city of Astricosiysk is not located in Arancippia.,Astricosiysk,Arancippia,"Arancippia, Senmastatedos",0,1,0,1,0,cities,0,1,0
The city of Astricosiysk is located in Arancippia.,Astricosiysk,Arancippia,"Arancippia, Senmastatedos",0,0,0,1,0,cities,0,1,0
The city of Astricosiysk is not located in Maldia Ricland.,Astricosiysk,Maldia Ricland,"Arancippia, Senmastatedos",0,1,0,1,0,cities,0,1,0
The city of Astricosiysk is located in Thuamenman.,Astricosiysk,Thuamenman,"Arancippia, Senmastatedos",0,0,0,1,0,cities,0,1,0
The city of Astricosiysk is not located in Senmastatedos.,Astricosiysk,Senmastatedos,"Arancippia, Senmastatedos",0,1,0,1,0,cities,0,0,1
The city of Astricosiysk is located in Senmastatedos.,Astricosiysk,Senmastatedos,"Arancippia, Senmastatedos",0,0,0,1,0,cities,0,0,1
The city of Astricosiysk is not located in Rustated Stania.,Astricosiysk,Rustated Stania,"Arancippia, Senmastatedos",0,1,0,1,0,cities,1,0,0
The city of Astricosiysk is located in Romocraceli.,Astricosiysk,Romocraceli,"Arancippia, Senmastatedos",0,0,0,1,0,cities,0,0,1
The city of Dhaheim is not located in the Austatvinam Kingdom.,Dhaheim,the Austatvinam Kingdom,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,1,0,1,0,cities,1,0,0
The city of Dhaheim is located in the Austatvinam Kingdom.,Dhaheim,the Austatvinam Kingdom,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,0,0,1,0,cities,1,0,0
The city of Dhaheim is not located in West Thermerunegro.,Dhaheim,West Thermerunegro,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,1,0,1,0,cities,1,0,0
The city of Dhaheim is located in Romocraceli.,Dhaheim,Romocraceli,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,0,0,1,0,cities,1,0,0
The city of Dhaheim is not located in the Republic of the Leorginealva.,Dhaheim,the Republic of the Leorginealva,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,1,0,1,0,cities,1,0,0
The city of Dhaheim is located in the Republic of the Leorginealva.,Dhaheim,the Republic of the Leorginealva,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,0,0,1,0,cities,1,0,0
The city of Dhaheim is not located in Leorea-Bisti.,Dhaheim,Leorea-Bisti,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,1,0,1,0,cities,1,0,0
The city of Dhaheim is located in Mozakisia.,Dhaheim,Mozakisia,"the Austatvinam Kingdom, the Republic of the Leorginealva",0,0,0,1,0,cities,1,0,0
The city of Củ Cheyes is not located in the Unidands.,Củ Cheyes,the Unidands,"the Unidands, the Monted Stala Kingdom",0,1,0,1,0,cities,0,1,0
The city of Củ Cheyes is located in the Unidands.,Củ Cheyes,the Unidands,"the Unidands, the Monted Stala Kingdom",0,0,0,1,0,cities,0,1,0
The city of Củ Cheyes is not located in Guinegroa.,Củ Cheyes,Guinegroa,"the Unidands, the Monted Stala Kingdom",0,1,0,1,0,cities,0,0,1
The city of Củ Cheyes is located in Arancippia.,Củ Cheyes,Arancippia,"the Unidands, the Monted Stala Kingdom",0,0,0,1,0,cities,0,1,0
The city of Củ Cheyes is not located in the Monted Stala Kingdom.,Củ Cheyes,the Monted Stala Kingdom,"the Unidands, the Monted Stala Kingdom",0,1,0,1,0,cities,1,0,0
The city of Củ Cheyes is located in the Monted Stala Kingdom.,Củ Cheyes,the Monted Stala Kingdom,"the Unidands, the Monted Stala Kingdom",0,0,0,1,0,cities,1,0,0
The city of Củ Cheyes is not located in Bottestes.,Củ Cheyes,Bottestes,"the Unidands, the Monted Stala Kingdom",0,1,0,1,0,cities,1,0,0
The city of Củ Cheyes is located in Kuwaterlands.,Củ Cheyes,Kuwaterlands,"the Unidands, the Monted Stala Kingdom",0,0,0,1,0,cities,0,1,0
The city of Sydnesbro is not located in Mexicarund.,Sydnesbro,Mexicarund,"Mexicarund, Russaudan",0,1,0,1,0,cities,1,0,0
The city of Sydnesbro is located in Mexicarund.,Sydnesbro,Mexicarund,"Mexicarund, Russaudan",0,0,0,1,0,cities,1,0,0
The city of Sydnesbro is not located in the Domory.,Sydnesbro,the Domory,"Mexicarund, Russaudan",0,1,0,1,0,cities,0,0,1
"The city of Sydnesbro is located in Cublives, Ivo.",Sydnesbro,"Cublives, Ivo","Mexicarund, Russaudan",0,0,0,1,0,cities,1,0,0
The city of Sydnesbro is not located in Russaudan.,Sydnesbro,Russaudan,"Mexicarund, Russaudan",0,1,0,1,0,cities,1,0,0
The city of Sydnesbro is located in Russaudan.,Sydnesbro,Russaudan,"Mexicarund, Russaudan",0,0,0,1,0,cities,1,0,0
The city of Sydnesbro is not located in the Unitedory.,Sydnesbro,the Unitedory,"Mexicarund, Russaudan",0,1,0,1,0,cities,0,0,1
"The city of Sydnesbro is located in Lebaines, Herma.",Sydnesbro,"Lebaines, Herma","Mexicarund, Russaudan",0,0,0,1,0,cities,1,0,0
The city of Sirupiharūch is not located in Japublippia.,Sirupiharūch,Japublippia,"Japublippia, Mozakisia",0,1,0,1,0,cities,0,0,1
The city of Sirupiharūch is located in Japublippia.,Sirupiharūch,Japublippia,"Japublippia, Mozakisia",0,0,0,1,0,cities,0,0,1
The city of Sirupiharūch is not located in the Rwaites.,Sirupiharūch,the Rwaites,"Japublippia, Mozakisia",0,1,0,1,0,cities,0,0,1
The city of Sirupiharūch is located in Bolanites.,Sirupiharūch,Bolanites,"Japublippia, Mozakisia",0,0,0,1,0,cities,0,0,1
The city of Sirupiharūch is not located in Mozakisia.,Sirupiharūch,Mozakisia,"Japublippia, Mozakisia",0,1,0,1,0,cities,0,0,1
The city of Sirupiharūch is located in Mozakisia.,Sirupiharūch,Mozakisia,"Japublippia, Mozakisia",0,0,0,1,0,cities,0,0,1
The city of Sirupiharūch is not located in the Paral.,Sirupiharūch,the Paral,"Japublippia, Mozakisia",0,1,0,1,0,cities,0,0,1
The city of Sirupiharūch is located in the Unidanyan Islands.,Sirupiharūch,the Unidanyan Islands,"Japublippia, Mozakisia",0,0,0,1,0,cities,0,0,1
The city of Westeaux is not located in Ugalaranondana.,Westeaux,Ugalaranondana,"Ugalaranondana, Beloutate",0,1,0,1,0,cities,1,0,0
The city of Westeaux is located in Ugalaranondana.,Westeaux,Ugalaranondana,"Ugalaranondana, Beloutate",0,0,0,1,0,cities,1,0,0
The city of Westeaux is not located in Bulgern Republic.,Westeaux,Bulgern Republic,"Ugalaranondana, Beloutate",0,1,0,1,0,cities,0,1,0
"The city of Westeaux is located in Angapubates, WV.",Westeaux,"Angapubates, WV","Ugalaranondana, Beloutate",0,0,0,1,0,cities,0,1,0
The city of Westeaux is not located in Beloutate.,Westeaux,Beloutate,"Ugalaranondana, Beloutate",0,1,0,1,0,cities,0,1,0
The city of Westeaux is located in Beloutate.,Westeaux,Beloutate,"Ugalaranondana, Beloutate",0,0,0,1,0,cities,0,1,0
The city of Westeaux is not located in Alganzanonglan.,Westeaux,Alganzanonglan,"Ugalaranondana, Beloutate",0,1,0,1,0,cities,1,0,0
The city of Westeaux is located in Brussauric.,Westeaux,Brussauric,"Ugalaranondana, Beloutate",0,0,0,1,0,cities,1,0,0
The city of Papalpāyegān is not located in Leorea-Bisti.,Papalpāyegān,Leorea-Bisti,"Leorea-Bisti, North Qated State",0,1,0,1,0,cities,0,0,1
The city of Papalpāyegān is located in Leorea-Bisti.,Papalpāyegān,Leorea-Bisti,"Leorea-Bisti, North Qated State",0,0,0,1,0,cities,0,0,1
The city of Papalpāyegān is not located in Azerina.,Papalpāyegān,Azerina,"Leorea-Bisti, North Qated State",0,1,0,1,0,cities,1,0,0
The city of Papalpāyegān is located in the Republic of the Leorginealva.,Papalpāyegān,the Republic of the Leorginealva,"Leorea-Bisti, North Qated State",0,0,0,1,0,cities,0,0,1
The city of Papalpāyegān is not located in North Qated State.,Papalpāyegān,North Qated State,"Leorea-Bisti, North Qated State",0,1,0,1,0,cities,1,0,0
The city of Papalpāyegān is located in North Qated State.,Papalpāyegān,North Qated State,"Leorea-Bisti, North Qated State",0,0,0,1,0,cities,1,0,0
The city of Papalpāyegān is not located in Pordelawi.,Papalpāyegān,Pordelawi,"Leorea-Bisti, North Qated State",0,1,0,1,0,cities,0,1,0
The city of Papalpāyegān is located in Puelangovo.,Papalpāyegān,Puelangovo,"Leorea-Bisti, North Qated State",0,0,0,1,0,cities,0,1,0
The city of Wermoston is not located in the Paral.,Wermoston,the Paral,"the Paral, Statvingo",0,1,0,1,0,cities,0,0,1
The city of Wermoston is located in the Paral.,Wermoston,the Paral,"the Paral, Statvingo",0,0,0,1,0,cities,0,0,1
The city of Wermoston is not located in Camanamen.,Wermoston,Camanamen,"the Paral, Statvingo",0,1,0,1,0,cities,0,1,0
"The city of Wermoston is located in Angapubates, WV.",Wermoston,"Angapubates, WV","the Paral, Statvingo",0,0,0,1,0,cities,0,1,0
The city of Wermoston is not located in Statvingo.,Wermoston,Statvingo,"the Paral, Statvingo",0,1,0,1,0,cities,0,1,0
The city of Wermoston is located in Statvingo.,Wermoston,Statvingo,"the Paral, Statvingo",0,0,0,1,0,cities,0,1,0
"The city of Wermoston is not located in Guates, OK.",Wermoston,"Guates, OK","the Paral, Statvingo",0,1,0,1,0,cities,1,0,0
The city of Wermoston is located in Algenestate.,Wermoston,Algenestate,"the Paral, Statvingo",0,0,0,1,0,cities,0,0,1
The city of Gargat is not located in Algenestate.,Gargat,Algenestate,"Algenestate, the Tharitia Islands",0,1,0,1,0,cities,0,0,1
The city of Gargat is located in Algenestate.,Gargat,Algenestate,"Algenestate, the Tharitia Islands",0,0,0,1,0,cities,0,0,1
The city of Gargat is not located in Puelangovo.,Gargat,Puelangovo,"Algenestate, the Tharitia Islands",0,1,0,1,0,cities,0,1,0
The city of Gargat is located in Statedorda.,Gargat,Statedorda,"Algenestate, the Tharitia Islands",0,0,0,1,0,cities,0,1,0
The city of Gargat is not located in the Tharitia Islands.,Gargat,the Tharitia Islands,"Algenestate, the Tharitia Islands",0,1,0,1,0,cities,0,1,0
The city of Gargat is located in the Tharitia Islands.,Gargat,the Tharitia Islands,"Algenestate, the Tharitia Islands",0,0,0,1,0,cities,0,1,0
The city of Gargat is not located in Luxemongan.,Gargat,Luxemongan,"Algenestate, the Tharitia Islands",0,1,0,1,0,cities,0,1,0
The city of Gargat is located in Senmastatedos.,Gargat,Senmastatedos,"Algenestate, the Tharitia Islands",0,0,0,1,0,cities,0,0,1
The city of Adiwekwe is not located in Algenestate.,Adiwekwe,Algenestate,"Algenestate, Libodi Afria",0,1,0,1,0,cities,0,0,1
The city of Adiwekwe is located in Algenestate.,Adiwekwe,Algenestate,"Algenestate, Libodi Afria",0,0,0,1,0,cities,0,0,1
The city of Adiwekwe is not located in the Unitedory.,Adiwekwe,the Unitedory,"Algenestate, Libodi Afria",0,1,0,1,0,cities,0,1,0
The city of Adiwekwe is located in Molomarkey.,Adiwekwe,Molomarkey,"Algenestate, Libodi Afria",0,0,0,1,0,cities,1,0,0
The city of Adiwekwe is not located in Libodi Afria.,Adiwekwe,Libodi Afria,"Algenestate, Libodi Afria",0,1,0,1,0,cities,0,1,0
The city of Adiwekwe is located in Libodi Afria.,Adiwekwe,Libodi Afria,"Algenestate, Libodi Afria",0,0,0,1,0,cities,0,1,0
The city of Adiwekwe is not located in Nethe Unia.,Adiwekwe,Nethe Unia,"Algenestate, Libodi Afria",0,1,0,1,0,cities,1,0,0
The city of Adiwekwe is located in the Unitedory.,Adiwekwe,the Unitedory,"Algenestate, Libodi Afria",0,0,0,1,0,cities,0,1,0
The city of Briangarh is not located in Senmastatedos.,Briangarh,Senmastatedos,"Senmastatedos, Luxemongan",0,1,0,1,0,cities,0,0,1
The city of Briangarh is located in Senmastatedos.,Briangarh,Senmastatedos,"Senmastatedos, Luxemongan",0,0,0,1,0,cities,0,0,1
The city of Briangarh is not located in South the Unitesh.,Briangarh,South the Unitesh,"Senmastatedos, Luxemongan",0,1,0,1,0,cities,1,0,0
The city of Briangarh is located in the Bosottes.,Briangarh,the Bosottes,"Senmastatedos, Luxemongan",0,0,0,1,0,cities,0,1,0
The city of Briangarh is not located in Luxemongan.,Briangarh,Luxemongan,"Senmastatedos, Luxemongan",0,1,0,1,0,cities,0,1,0
The city of Briangarh is located in Luxemongan.,Briangarh,Luxemongan,"Senmastatedos, Luxemongan",0,0,0,1,0,cities,0,1,0
The city of Briangarh is not located in Marbandialand.,Briangarh,Marbandialand,"Senmastatedos, Luxemongan",0,1,0,1,0,cities,1,0,0
The city of Briangarh is located in Alganzanonglan.,Briangarh,Alganzanonglan,"Senmastatedos, Luxemongan",0,0,0,1,0,cities,0,0,1
The city of Navorent is not located in Romocraceli.,Navorent,Romocraceli,"Romocraceli, Thuamenman",0,1,0,1,0,cities,0,0,1
The city of Navorent is located in Romocraceli.,Navorent,Romocraceli,"Romocraceli, Thuamenman",0,0,0,1,0,cities,0,0,1
The city of Navorent is not located in the Belovinlana Kingdom.,Navorent,the Belovinlana Kingdom,"Romocraceli, Thuamenman",0,1,0,1,0,cities,0,1,0
The city of Navorent is located in Swed Statenezue.,Navorent,Swed Statenezue,"Romocraceli, Thuamenman",0,0,0,1,0,cities,1,0,0
The city of Navorent is not located in Thuamenman.,Navorent,Thuamenman,"Romocraceli, Thuamenman",0,1,0,1,0,cities,0,1,0
The city of Navorent is located in Thuamenman.,Navorent,Thuamenman,"Romocraceli, Thuamenman",0,0,0,1,0,cities,0,1,0
The city of Navorent is not located in Mong Korea.,Navorent,Mong Korea,"Romocraceli, Thuamenman",0,1,0,1,0,cities,0,0,1
The city of Navorent is located in the Philicao.,Navorent,the Philicao,"Romocraceli, Thuamenman",0,0,0,1,0,cities,1,0,0
The city of Kail-Mayinshi Māda is not located in Slomoates.,Kail-Mayinshi Māda,Slomoates,"Slomoates, Gab Emirico",0,1,0,1,0,cities,0,0,1
The city of Kail-Mayinshi Māda is located in Slomoates.,Kail-Mayinshi Māda,Slomoates,"Slomoates, Gab Emirico",0,0,0,1,0,cities,0,0,1
The city of Kail-Mayinshi Māda is not located in the Slovorgypru Islands.,Kail-Mayinshi Māda,the Slovorgypru Islands,"Slomoates, Gab Emirico",0,1,0,1,0,cities,0,1,0
"The city of Kail-Mayinshi Māda is located in Qates, Honea.",Kail-Mayinshi Māda,"Qates, Honea","Slomoates, Gab Emirico",0,0,0,1,0,cities,0,1,0
The city of Kail-Mayinshi Māda is not located in Gab Emirico.,Kail-Mayinshi Māda,Gab Emirico,"Slomoates, Gab Emirico",0,1,0,1,0,cities,0,1,0
The city of Kail-Mayinshi Māda is located in Gab Emirico.,Kail-Mayinshi Māda,Gab Emirico,"Slomoates, Gab Emirico",0,0,0,1,0,cities,0,1,0
The city of Kail-Mayinshi Māda is not located in the Paral.,Kail-Mayinshi Māda,the Paral,"Slomoates, Gab Emirico",0,1,0,1,0,cities,0,0,1
The city of Kail-Mayinshi Māda is located in Bottestes.,Kail-Mayinshi Māda,Bottestes,"Slomoates, Gab Emirico",0,0,0,1,0,cities,1,0,0
The city of Izmailua is not located in Romocraceli.,Izmailua,Romocraceli,"Romocraceli, the Paral",0,1,0,1,0,cities,1,0,0
The city of Izmailua is located in Romocraceli.,Izmailua,Romocraceli,"Romocraceli, the Paral",0,0,0,1,0,cities,1,0,0
"The city of Izmailua is not located in Guates, OK.",Izmailua,"Guates, OK","Romocraceli, the Paral",0,1,0,1,0,cities,1,0,0
The city of Izmailua is located in Coldivenites.,Izmailua,Coldivenites,"Romocraceli, the Paral",0,0,0,1,0,cities,0,1,0
The city of Izmailua is not located in the Paral.,Izmailua,the Paral,"Romocraceli, the Paral",0,1,0,1,0,cities,1,0,0
The city of Izmailua is located in the Paral.,Izmailua,the Paral,"Romocraceli, the Paral",0,0,0,1,0,cities,1,0,0
The city of Izmailua is not located in Monites.,Izmailua,Monites,"Romocraceli, the Paral",0,1,0,1,0,cities,1,0,0
The city of Izmailua is located in Uzbertinit.,Izmailua,Uzbertinit,"Romocraceli, the Paral",0,0,0,1,0,cities,1,0,0
The city of Duobat is not located in Uzbertinit.,Duobat,Uzbertinit,"Uzbertinit, Sinamencippia",0,1,0,1,0,cities,0,0,1
The city of Duobat is located in Uzbertinit.,Duobat,Uzbertinit,"Uzbertinit, Sinamencippia",0,0,0,1,0,cities,0,0,1
